seqnames	start	end	width	strand	peak	feature	feature.ranges.start	feature.ranges.end	feature.ranges.width	feature.strand	distance	insideFeature	distanceToSite	symbol
chr16	89894434	89894666	233	*	X14718	84501	89894907	89937727	42821	+	240	upstream	240	SPIRE2
chr16	89939824	89939973	150	*	X14720	22980	89939994	89977792	37799	+	20	upstream	20	TCF25
chr16	89940273	89940486	214	*	X14721	22980	89939994	89977792	37799	+	0	inside	278	TCF25
chr16	90013127	90013381	255	*	X14732	54849	90015139	90034468	19330	+	1757	upstream	1757	DEF8
chr16	90039286	90039360	75	*	X14735	172	90038988	90067195	28208	+	0	inside	297	AFG3L1P
chr16	90039286	90039360	75	*	X14735	92806	90036183	90039240	3058	-	45	upstream	45	CENPBD1
chr16	90085125	90085244	120	*	X14736	2622	90086069	90111379	25311	+	824	upstream	824	GAS8
chr16	90085860	90085868	9	*	X14737	2622	90086069	90111379	25311	+	200	upstream	200	GAS8
chr16	90086287	90086436	150	*	X14738	2622	90086069	90111379	25311	+	0	inside	217	GAS8
chr16	90086287	90086436	150	*	X14738	79007	90071279	90086328	15050	-	0	overlapStart	0	DBNDD1
chr16	90114157	90114183	27	*	X14741	100130015	90106169	90114191	8023	-	0	inside	7	URAHP
chr16	90143843	90143977	135	*	X14742	11105	90122974	90142338	19365	-	1504	upstream	1504	PRDM7
chr17	32289	32393	105	*	X14744	8447	6011	31420	25410	-	868	upstream	868	DOC2B
chr17	617630	617824	195	*	X14756	55275	411908	618096	206189	-	0	inside	271	VPS53
chr17	617885	617989	105	*	X14757	55275	411908	618096	206189	-	0	inside	106	VPS53
chr17	635548	635585	38	*	X14758	79850	635847	646075	10229	+	261	upstream	261	TLCD3A
chr17	655636	655857	222	*	X14761	100131454	655573	658576	3004	+	0	inside	62	DBIL5P
chr17	655636	655857	222	*	X14761	50628	647661	655501	7841	-	134	upstream	134	GEMIN4
chr17	655363	655477	115	*	X14762	100131454	655573	658576	3004	+	95	upstream	95	DBIL5P
chr17	655363	655477	115	*	X14762	50628	647661	655501	7841	-	0	inside	23	GEMIN4
chr17	882970	883051	82	*	X14767	64359	702553	882998	180446	-	0	overlapStart	0	NXN
chr17	883345	883464	120	*	X14768	64359	702553	882998	180446	-	346	upstream	346	NXN
chr17	1173903	1174037	135	*	X14790	727857	1173858	1174565	708	+	0	inside	44	BHLHA9
chr17	1359762	1359771	10	*	X14795	1398	1324647	1359561	34915	-	200	upstream	200	CRK
chr17	1396042	1396048	7	*	X14805	4641	1367480	1396001	28522	-	40	upstream	40	MYO1C
chr17	1466077	1466121	45	*	X14810	5306	1421283	1466110	44828	-	0	overlapStart	0	PITPNA
chr17	1531834	1532088	255	*	X14813	124935	1477696	1532130	54435	-	0	inside	41	SLC43A2
chr17	1532404	1532778	375	*	X14814	124935	1477696	1532130	54435	-	273	upstream	273	SLC43A2
chr17	1553062	1553166	105	*	X14819	83547	1549445	1553392	3948	-	0	inside	225	RILP
chr17	1614126	1614305	180	*	X14821	727910	1606084	1613662	7579	-	463	upstream	463	TLCD2
chr17	1617866	1618015	150	*	X14822	407004	1617197	1617281	85	-	584	upstream	584	MIR22
chr17	1617866	1618015	150	*	X14822	124997	1619817	1641893	22077	+	1801	upstream	1801	WDR81
chr17	1618172	1618240	69	*	X14823	407004	1617197	1617281	85	-	890	upstream	890	MIR22
chr17	1618172	1618240	69	*	X14823	124997	1619817	1641893	22077	+	1576	upstream	1576	WDR81
chr17	1618466	1618540	75	*	X14824	407004	1617197	1617281	85	-	1184	upstream	1184	MIR22
chr17	1618466	1618540	75	*	X14824	124997	1619817	1641893	22077	+	1276	upstream	1276	WDR81
chr17	1618776	1619168	393	*	X14825	407004	1617197	1617281	85	-	1494	upstream	1494	MIR22
chr17	1618776	1619168	393	*	X14825	124997	1619817	1641893	22077	+	648	upstream	648	WDR81
chr17	1619261	1619315	55	*	X14826	407004	1617197	1617281	85	-	1979	upstream	1979	MIR22
chr17	1619261	1619315	55	*	X14826	124997	1619817	1641893	22077	+	501	upstream	501	WDR81
chr17	1619261	1619315	55	*	X14826	84981	1614798	1619566	4769	-	0	inside	250	MIR22HG
chr17	1619556	1619602	47	*	X14827	124997	1619817	1641893	22077	+	214	upstream	214	WDR81
chr17	1619556	1619602	47	*	X14827	84981	1614798	1619566	4769	-	0	overlapStart	0	MIR22HG
chr17	1732787	1732906	120	*	X14831	6117	1733273	1802848	69576	+	366	upstream	366	RPA1
chr17	1732787	1732906	120	*	X14831	114826	1682829	1733175	50347	-	0	inside	268	SMYD4
chr17	1733468	1733647	180	*	X14832	6117	1733273	1802848	69576	+	0	inside	194	RPA1
chr17	1733468	1733647	180	*	X14832	114826	1682829	1733175	50347	-	292	upstream	292	SMYD4
chr17	1928434	1928538	105	*	X14842	146760	1837971	1928178	90208	-	255	upstream	255	RTN4RL1
chr17	1928599	1928733	135	*	X14843	146760	1837971	1928178	90208	-	420	upstream	420	RTN4RL1
chr17	1928794	1928973	180	*	X14844	146760	1837971	1928178	90208	-	615	upstream	615	RTN4RL1
chr17	1929281	1929415	135	*	X14845	146760	1837971	1928178	90208	-	1102	upstream	1102	RTN4RL1
chr17	1944671	1944790	120	*	X14846	124641	1945277	1946725	1449	+	486	upstream	486	OVCA2
chr17	1945406	1945645	240	*	X14847	124641	1945277	1946725	1449	+	0	inside	128	OVCA2
chr17	1953554	1953622	69	*	X14849	406921	1953202	1953302	101	-	251	upstream	251	MIR132
chr17	1953554	1953622	69	*	X14849	406994	1953565	1953674	110	-	0	overlapEnd	51	MIR212
chr17	1953818	1953907	90	*	X14850	406921	1953202	1953302	101	-	515	upstream	515	MIR132
chr17	1953818	1953907	90	*	X14850	406994	1953565	1953674	110	-	143	upstream	143	MIR212
chr17	1954133	1954222	90	*	X14851	406921	1953202	1953302	101	-	830	upstream	830	MIR132
chr17	1954133	1954222	90	*	X14851	406994	1953565	1953674	110	-	458	upstream	458	MIR212
chr17	1954241	1954360	120	*	X14852	406921	1953202	1953302	101	-	938	upstream	938	MIR132
chr17	1954241	1954360	120	*	X14852	406994	1953565	1953674	110	-	566	upstream	566	MIR212
chr17	1955708	1955761	54	*	X14853	3090	1957448	1962981	5534	+	1686	upstream	1686	HIC1
chr17	1956258	1956602	345	*	X14854	3090	1957448	1962981	5534	+	845	upstream	845	HIC1
chr17	1957563	1957727	165	*	X14855	3090	1957448	1962981	5534	+	0	inside	114	HIC1
chr17	2206073	2206207	135	*	X14863	63826	2207248	2228553	21306	+	1040	upstream	1040	SRR
chr17	2206628	2206687	60	*	X14864	63826	2207248	2228553	21306	+	560	upstream	560	SRR
chr17	2206853	2206942	90	*	X14865	63826	2207248	2228553	21306	+	305	upstream	305	SRR
chr17	2206853	2206942	90	*	X14865	23293	1963133	2207069	243937	-	0	inside	126	SMG6
chr17	2207229	2207317	89	*	X14866	63826	2207248	2228553	21306	+	0	overlapStart	0	SRR
chr17	2207229	2207317	89	*	X14866	23293	1963133	2207069	243937	-	159	upstream	159	SMG6
chr17	2240670	2240729	60	*	X14867	9905	2240806	2284348	43543	+	76	upstream	76	SGSM2
chr17	2240670	2240729	60	*	X14867	55720	2225982	2240678	14697	-	0	overlapStart	0	TSR1
chr17	2241298	2241462	165	*	X14868	55720	2225982	2240678	14697	-	619	upstream	619	TSR1
chr17	2305306	2305401	96	*	X14876	4335	2287354	2304258	16905	-	1047	upstream	1047	MNT
chr17	2305534	2305556	23	*	X14877	4335	2287354	2304258	16905	-	1275	upstream	1275	MNT
chr17	2496418	2496492	75	*	X14879	5048	2496923	2588909	91987	+	430	upstream	430	PAFAH1B1
chr17	2497063	2497163	101	*	X14880	5048	2496923	2588909	91987	+	0	inside	139	PAFAH1B1
chr17	2614696	2614845	150	*	X14886	23277	2592680	2614927	22248	-	0	inside	81	CLUH
chr17	2652855	2652885	31	*	X14890	100302208	2651372	2651476	105	-	1378	upstream	1378	MIR1253
chr17	2653075	2653124	50	*	X14891	100302208	2651372	2651476	105	-	1598	upstream	1598	MIR1253
chr17	3539101	3539235	135	*	X14901	1497	3539762	3566397	26636	+	526	upstream	526	CTNS
chr17	3540608	3540682	75	*	X14902	23729	3511556	3539616	28061	-	991	upstream	991	SHPK
chr17	3600207	3600281	75	*	X14905	100533970	3566187	3599698	33512	-	508	upstream	508	P2RX5-TAX1BP3
chr17	3600207	3600281	75	*	X14905	5026	3576522	3599698	23177	-	508	upstream	508	P2RX5
chr17	3749179	3749328	150	*	X14907	55421	3710045	3749545	39501	-	0	inside	216	NCBP3
chr17	3795992	3796186	195	*	X14910	84254	3763617	3796337	32721	-	0	inside	150	CAMKK1
chr17	3796202	3796293	92	*	X14911	84254	3763617	3796337	32721	-	0	inside	43	CAMKK1
chr17	3797087	3797098	12	*	X14912	84254	3763617	3796337	32721	-	749	upstream	749	CAMKK1
chr17	3868366	3868500	135	*	X14918	489	3827163	3867758	40596	-	607	upstream	607	ATP2A3
chr17	3868655	3868834	180	*	X14919	489	3827163	3867758	40596	-	896	upstream	896	ATP2A3
chr17	4046991	4047140	150	*	X14921	23140	3907739	4046253	138515	-	737	upstream	737	ZZEF1
chr17	4047310	4047429	120	*	X14922	23140	3907739	4046253	138515	-	1056	upstream	1056	ZZEF1
chr17	4047550	4047774	225	*	X14923	23140	3907739	4046253	138515	-	1296	upstream	1296	ZZEF1
chr17	4269802	4269997	196	*	X14926	7326	4172512	4269969	97458	-	0	overlapStart	0	UBE2G1
chr17	4400761	4400865	105	*	X14927	124976	4402129	4443228	41100	+	1263	upstream	1263	SPNS2
chr17	4487295	4487414	120	*	X14940	342527	4487276	4511614	24339	+	0	inside	18	SMTNL2
chr17	4545614	4545733	120	*	X14950	246	4534214	4545589	11376	-	24	upstream	24	ALOX15
chr17	4545884	4545988	105	*	X14951	246	4534214	4545589	11376	-	294	upstream	294	ALOX15
chr17	4606491	4606610	120	*	X14952	101559451	4607525	4608824	1300	+	914	upstream	914	LOC101559451
chr17	4612957	4613046	90	*	X14953	409	4613789	4624795	11007	+	742	upstream	742	ARRB2
chr17	4613252	4613371	120	*	X14954	409	4613789	4624795	11007	+	417	upstream	417	ARRB2
chr17	4613687	4614481	795	*	X14955	409	4613789	4624795	11007	+	0	overlapStart	0	ARRB2
chr17	4634925	4635089	165	*	X14957	400569	4634723	4636896	2174	+	0	inside	201	MED11
chr17	4642324	4642518	195	*	X14958	84225	4643310	4649414	6105	+	791	upstream	791	ZMYND15
chr17	4643344	4643463	120	*	X14959	84225	4643310	4649414	6105	+	0	inside	33	ZMYND15
chr17	4643344	4643463	120	*	X14959	58191	4636828	4643223	6396	-	120	upstream	120	CXCL16
chr17	4644379	4644498	120	*	X14960	58191	4636828	4643223	6396	-	1155	upstream	1155	CXCL16
chr17	4736813	4736917	105	*	X14969	50488	4736635	4801356	64722	+	0	inside	177	MINK1
chr17	4736933	4737172	240	*	X14970	50488	4736635	4801356	64722	+	0	inside	297	MINK1
chr17	4852888	4853052	165	*	X14977	5216	4848945	4852381	3437	-	506	upstream	506	PFN1
chr17	4852888	4853052	165	*	X14977	2027	4854384	4860426	6043	+	1331	upstream	1331	ENO3
chr17	4853293	4853297	5	*	X14978	5216	4848945	4852381	3437	-	911	upstream	911	PFN1
chr17	4853293	4853297	5	*	X14978	2027	4854384	4860426	6043	+	1086	upstream	1086	ENO3
chr17	4853407	4853457	51	*	X14979	5216	4848945	4852381	3437	-	1025	upstream	1025	PFN1
chr17	4853407	4853457	51	*	X14979	2027	4854384	4860426	6043	+	926	upstream	926	ENO3
chr17	4854328	4854447	120	*	X14980	5216	4848945	4852381	3437	-	1946	upstream	1946	PFN1
chr17	4854328	4854447	120	*	X14980	2027	4854384	4860426	6043	+	0	overlapStart	0	ENO3
chr17	4871593	4871712	120	*	X14981	9552	4862521	4871132	8612	-	460	upstream	460	SPAG7
chr17	4871863	4871982	120	*	X14982	9552	4862521	4871132	8612	-	730	upstream	730	SPAG7
chr17	4872403	4872567	165	*	X14983	9552	4862521	4871132	8612	-	1270	upstream	1270	SPAG7
chr17	4872598	4872732	135	*	X14984	9552	4862521	4871132	8612	-	1465	upstream	1465	SPAG7
chr17	4891018	4891152	135	*	X14989	23125	4871287	4890960	19674	-	57	upstream	57	CAMTA2
chr17	4892507	4892580	74	*	X14990	23125	4871287	4890960	19674	-	1546	upstream	1546	CAMTA2
chr17	4900089	4900298	210	*	X14991	10749	4901243	4931694	30452	+	944	upstream	944	KIF1C
chr17	4900854	4901033	180	*	X14992	10749	4901243	4931694	30452	+	209	upstream	209	KIF1C
chr17	4900854	4901033	180	*	X14992	388324	4891425	4900905	9481	-	0	overlapStart	0	INCA1
chr17	4901627	4901776	150	*	X14993	388324	4891425	4900905	9481	-	721	upstream	721	INCA1
chr17	4902317	4902436	120	*	X14994	388324	4891425	4900905	9481	-	1411	upstream	1411	INCA1
chr17	5185356	5185418	63	*	X15002	9135	5185558	5289132	103575	+	139	upstream	139	RABEP1
chr17	5372374	5372478	105	*	X15005	56919	5344232	5372380	28149	-	0	overlapStart	0	DHX33
chr17	5389199	5389303	105	*	X15006	79003	5389694	5394130	4437	+	390	upstream	390	MIS12
chr17	5389199	5389303	105	*	X15006	51009	5377613	5389494	11882	-	0	inside	190	DERL2
chr17	5389409	5389506	98	*	X15007	79003	5389694	5394130	4437	+	187	upstream	187	MIS12
chr17	5389409	5389506	98	*	X15007	51009	5377613	5389494	11882	-	0	overlapStart	0	DERL2
chr17	5389707	5389738	32	*	X15008	79003	5389694	5394130	4437	+	0	inside	12	MIS12
chr17	5389707	5389738	32	*	X15008	51009	5377613	5389494	11882	-	212	upstream	212	DERL2
chr17	5404347	5404385	39	*	X15009	728392	5402747	5404319	1573	-	27	upstream	27	LOC728392
chr17	6347052	6347261	210	*	X15014	54478	6347735	6354385	6651	+	473	upstream	473	PIMREG
chr17	6347717	6347816	100	*	X15015	54478	6347735	6354385	6651	+	0	overlapStart	0	PIMREG
chr17	6347907	6348116	210	*	X15016	54478	6347735	6354385	6651	+	0	inside	171	PIMREG
chr17	6459504	6459728	225	*	X15024	83394	6354583	6459877	105295	-	0	inside	148	PITPNM3
chr17	6459744	6459787	44	*	X15025	83394	6354583	6459877	105295	-	0	inside	89	PITPNM3
chr17	6460719	6460868	150	*	X15026	83394	6354583	6459877	105295	-	841	upstream	841	PITPNM3
chr17	6542558	6542657	100	*	X15027	84817	6544222	6547861	3640	+	1564	upstream	1564	TXNDC17
chr17	6543153	6543302	150	*	X15028	84817	6544222	6547861	3640	+	919	upstream	919	TXNDC17
chr17	6543438	6543557	120	*	X15029	84817	6544222	6547861	3640	+	664	upstream	664	TXNDC17
chr17	6543678	6543842	165	*	X15030	84817	6544222	6547861	3640	+	379	upstream	379	TXNDC17
chr17	6560758	6560997	240	*	X15031	100616401	6558759	6558828	70	-	1929	upstream	1929	MIR4520-1
chr17	6560758	6560997	240	*	X15031	100652883	6561038	6564701	3664	+	40	upstream	40	ALOX15P1
chr17	6616732	6616836	105	*	X15032	284111	6588039	6616740	28702	-	0	overlapStart	0	SLC13A5
chr17	6617133	6617222	90	*	X15033	284111	6588039	6616740	28702	-	392	upstream	392	SLC13A5
chr17	6679286	6679345	60	*	X15034	162517	6679552	6700420	20869	+	206	upstream	206	FBXO39
chr17	6734906	6735040	135	*	X15036	83659	6703300	6735060	31761	-	0	inside	19	TEKT1
chr17	6898885	6898989	105	*	X15037	239	6899384	6914055	14672	+	394	upstream	394	ALOX12
chr17	6899065	6899199	135	*	X15038	239	6899384	6914055	14672	+	184	upstream	184	ALOX12
chr17	6899629	6899799	171	*	X15039	239	6899384	6914055	14672	+	0	inside	244	ALOX12
chr17	6916109	6916228	120	*	X15040	100506713	6888442	6915653	27212	-	455	upstream	455	ALOX12-AS1
chr17	6917054	6917188	135	*	X15041	100506713	6888442	6915653	27212	-	1400	upstream	1400	ALOX12-AS1
chr17	6917362	6917466	105	*	X15042	100506713	6888442	6915653	27212	-	1708	upstream	1708	ALOX12-AS1
chr17	6925218	6925221	4	*	X15047	255877	6926369	6932961	6593	+	1147	upstream	1147	BCL6B
chr17	6925642	6925881	240	*	X15048	255877	6926369	6932961	6593	+	487	upstream	487	BCL6B
chr17	6926077	6926376	300	*	X15049	255877	6926369	6932961	6593	+	0	overlapStart	0	BCL6B
chr17	6938887	6938991	105	*	X15050	201232	6939394	6943440	4047	+	402	upstream	402	SLC16A13
chr17	6939127	6939261	135	*	X15051	201232	6939394	6943440	4047	+	132	upstream	132	SLC16A13
chr17	7118583	7118702	120	*	X15072	37	7120444	7128586	8143	+	1741	upstream	1741	ACADVL
chr17	7119048	7119135	88	*	X15073	37	7120444	7128586	8143	+	1308	upstream	1308	ACADVL
chr17	7119235	7119257	23	*	X15074	37	7120444	7128586	8143	+	1186	upstream	1186	ACADVL
chr17	7119558	7119692	135	*	X15075	37	7120444	7128586	8143	+	751	upstream	751	ACADVL
chr17	7119858	7119977	120	*	X15076	37	7120444	7128586	8143	+	466	upstream	466	ACADVL
chr17	7137470	7137604	135	*	X15081	1856	7128661	7137863	9203	-	0	inside	258	DVL2
chr17	7137830	7137895	66	*	X15082	1856	7128661	7137863	9203	-	0	overlapStart	0	DVL2
chr17	7138007	7138099	93	*	X15083	1856	7128661	7137863	9203	-	143	upstream	143	DVL2
chr17	7138189	7138323	135	*	X15084	1856	7128661	7137863	9203	-	325	upstream	325	DVL2
chr17	7142210	7142674	465	*	X15088	79142	7138347	7142825	4479	-	0	inside	150	PHF23
chr17	7142720	7142869	150	*	X15089	79142	7138347	7142825	4479	-	0	overlapStart	0	PHF23
chr17	7145720	7145824	105	*	X15090	11337	7143738	7145753	2016	-	0	overlapStart	0	GABARAP
chr17	7146450	7146554	105	*	X15091	11337	7143738	7145753	2016	-	696	upstream	696	GABARAP
chr17	7153974	7154093	120	*	X15092	23587	7155372	7163259	7888	+	1278	upstream	1278	ELP5
chr17	7154154	7154288	135	*	X15093	23587	7155372	7163259	7888	+	1083	upstream	1083	ELP5
chr17	7154910	7154923	14	*	X15094	23587	7155372	7163259	7888	+	448	upstream	448	ELP5
chr17	7155018	7155149	132	*	X15095	23587	7155372	7163259	7888	+	222	upstream	222	ELP5
chr17	7155018	7155149	132	*	X15095	23399	7146906	7155259	8354	-	0	inside	109	CTDNEP1
chr17	7155161	7155310	150	*	X15096	23587	7155372	7163259	7888	+	61	upstream	61	ELP5
chr17	7155161	7155310	150	*	X15096	23399	7146906	7155259	8354	-	0	overlapStart	0	CTDNEP1
chr17	7155941	7156060	120	*	X15097	23399	7146906	7155259	8354	-	681	upstream	681	CTDNEP1
chr17	7166154	7166288	135	*	X15102	1366	7163222	7166512	3291	-	0	inside	223	CLDN7
chr17	7166304	7166423	120	*	X15103	1366	7163222	7166512	3291	-	0	inside	88	CLDN7
chr17	7166544	7166678	135	*	X15104	1366	7163222	7166512	3291	-	31	upstream	31	CLDN7
chr17	7167084	7167203	120	*	X15105	1366	7163222	7166512	3291	-	571	upstream	571	CLDN7
chr17	7167234	7167300	67	*	X15106	1366	7163222	7166512	3291	-	721	upstream	721	CLDN7
chr17	7184318	7184452	135	*	X15107	6517	7185054	7191367	6314	+	601	upstream	601	SLC2A4
chr17	7185293	7185487	195	*	X15108	6517	7185054	7191367	6314	+	0	inside	238	SLC2A4
chr17	7198209	7198213	5	*	X15111	51087	7191571	7197876	6306	-	332	upstream	332	YBX2
chr17	7232465	7232629	165	*	X15116	84461	7215978	7232638	16661	-	0	inside	8	NEURL4
chr17	7239872	7239920	49	*	X15117	9744	7239848	7254793	14946	+	0	inside	23	ACAP1
chr17	7253584	7253601	18	*	X15118	147040	7255208	7258262	3055	+	1606	upstream	1606	KCTD11
chr17	7253661	7253973	313	*	X15119	147040	7255208	7258262	3055	+	1234	upstream	1234	KCTD11
chr17	7254260	7254379	120	*	X15120	147040	7255208	7258262	3055	+	828	upstream	828	KCTD11
chr17	7254440	7254559	120	*	X15121	147040	7255208	7258262	3055	+	648	upstream	648	KCTD11
chr17	7254979	7255098	120	*	X15122	147040	7255208	7258262	3055	+	109	upstream	109	KCTD11
chr17	7284100	7284324	225	*	X15123	8711	7284293	7293092	8800	+	0	overlapStart	0	TNK1
chr17	7297827	7297876	50	*	X15126	57048	7293047	7298162	5116	-	0	inside	285	PLSCR3
chr17	7307640	7307747	108	*	X15129	100529211	7293047	7307450	14404	-	189	upstream	189	TMEM256-PLSCR3
chr17	7307640	7307747	108	*	X15129	254863	7306293	7307450	1158	-	189	upstream	189	TMEM256
chr17	7307778	7307897	120	*	X15130	100529211	7293047	7307450	14404	-	327	upstream	327	TMEM256-PLSCR3
chr17	7307778	7307897	120	*	X15130	254863	7306293	7307450	1158	-	327	upstream	327	TMEM256
chr17	7308244	7308498	255	*	X15131	100529211	7293047	7307450	14404	-	793	upstream	793	TMEM256-PLSCR3
chr17	7308244	7308498	255	*	X15131	254863	7306293	7307450	1158	-	793	upstream	793	TMEM256
chr17	7309570	7309794	225	*	X15132	57555	7311502	7323179	11678	+	1707	upstream	1707	NLGN2
chr17	7311646	7311699	54	*	X15133	57555	7311502	7323179	11678	+	0	inside	143	NLGN2
chr17	7340780	7341003	224	*	X15135	2256	7341592	7348251	6660	+	588	upstream	588	FGF11
chr17	7348310	7348429	120	*	X15141	1140	7348406	7360932	12527	+	0	overlapStart	0	CHRNB1
chr17	7382799	7382867	69	*	X15147	643664	7384721	7386383	1663	+	1853	upstream	1853	SLC35G6
chr17	7386640	7386765	126	*	X15148	5430	7387698	7417935	30238	+	932	upstream	932	POLR2A
chr17	7386819	7386998	180	*	X15149	5430	7387698	7417935	30238	+	699	upstream	699	POLR2A
chr17	7387194	7387328	135	*	X15150	5430	7387698	7417935	30238	+	369	upstream	369	POLR2A
chr17	7387194	7387328	135	*	X15150	57659	7362685	7387568	24884	-	0	inside	239	ZBTB4
chr17	7387839	7387963	125	*	X15151	5430	7387698	7417935	30238	+	0	inside	140	POLR2A
chr17	7387839	7387963	125	*	X15151	57659	7362685	7387568	24884	-	270	upstream	270	ZBTB4
chr17	7389073	7389075	3	*	X15152	57659	7362685	7387568	24884	-	1504	upstream	1504	ZBTB4
chr17	7452283	7452387	105	*	X15153	407977	7452375	7464925	12551	+	0	overlapStart	0	TNFSF12-TNFSF13
chr17	7452283	7452387	105	*	X15153	8742	7452375	7461207	8833	+	0	overlapStart	0	TNFSF12
chr17	7461277	7461396	120	*	X15154	8741	7461609	7464925	3317	+	212	upstream	212	TNFSF13
chr17	7464238	7464312	75	*	X15155	100533955	7465309	7482324	17016	+	996	upstream	996	SENP3-EIF4A1
chr17	7464238	7464312	75	*	X15155	26168	7465309	7475287	9979	+	996	upstream	996	SENP3
chr17	7465297	7465461	165	*	X15156	100533955	7465309	7482324	17016	+	0	overlapStart	0	SENP3-EIF4A1
chr17	7465297	7465461	165	*	X15156	26168	7465309	7475287	9979	+	0	overlapStart	0	SENP3
chr17	7465513	7465617	105	*	X15157	100533955	7465309	7482324	17016	+	0	inside	203	SENP3-EIF4A1
chr17	7465513	7465617	105	*	X15157	26168	7465309	7475287	9979	+	0	inside	203	SENP3
chr17	7476584	7476703	120	*	X15158	652965	7478031	7478165	135	+	1327	upstream	1327	SNORA48
chr17	7476854	7477018	165	*	X15159	652965	7478031	7478165	135	+	1012	upstream	1012	SNORA48
chr17	7477079	7477288	210	*	X15160	652965	7478031	7478165	135	+	742	upstream	742	SNORA48
chr17	7487024	7487158	135	*	X15161	9526	7486965	7496107	9143	+	0	inside	58	MPDU1
chr17	7516499	7516603	105	*	X15164	6462	7517382	7536700	19319	+	778	upstream	778	SHBG
chr17	7518030	7518224	195	*	X15165	9513	7494548	7518215	23668	-	0	overlapStart	0	FXR2
chr17	7518885	7518967	83	*	X15166	9513	7494548	7518215	23668	-	669	upstream	669	FXR2
chr17	7531110	7531223	114	*	X15168	112483	7529556	7531194	1639	-	0	overlapStart	0	SAT2
chr17	7553489	7553653	165	*	X15169	482	7554254	7561089	6836	+	600	upstream	600	ATP1B2
chr17	7554308	7554358	51	*	X15170	482	7554254	7561089	6836	+	0	inside	53	ATP1B2
chr17	7590509	7590628	120	*	X15172	7157	7565097	7590868	25772	-	0	inside	239	TP53
chr17	7607444	7607563	120	*	X15173	1949	7608520	7614693	6174	+	956	upstream	956	EFNB3
chr17	7607705	7607809	105	*	X15174	1949	7608520	7614693	6174	+	710	upstream	710	EFNB3
chr17	7608194	7608283	90	*	X15175	1949	7608520	7614693	6174	+	236	upstream	236	EFNB3
chr17	7608314	7608478	165	*	X15176	1949	7608520	7614693	6174	+	41	upstream	41	EFNB3
chr17	7619825	7619989	165	*	X15180	146754	7621079	7737058	115980	+	1089	upstream	1089	DNAH2
chr17	7620123	7620301	179	*	X15181	146754	7621079	7737058	115980	+	777	upstream	777	DNAH2
chr17	7620514	7620572	59	*	X15182	146754	7621079	7737058	115980	+	506	upstream	506	DNAH2
chr17	7620935	7621039	105	*	X15183	146754	7621079	7737058	115980	+	39	upstream	39	DNAH2
chr17	7621160	7621414	255	*	X15184	146754	7621079	7737058	115980	+	0	inside	80	DNAH2
chr17	7741202	7741336	135	*	X15192	23135	7743235	7758118	14884	+	1898	upstream	1898	KDM6B
chr17	7741487	7741516	30	*	X15193	23135	7743235	7758118	14884	+	1718	upstream	1718	KDM6B
chr17	7741811	7741949	139	*	X15194	23135	7743235	7758118	14884	+	1285	upstream	1285	KDM6B
chr17	7742593	7742697	105	*	X15195	23135	7743235	7758118	14884	+	537	upstream	537	KDM6B
chr17	7742758	7742877	120	*	X15196	23135	7743235	7758118	14884	+	357	upstream	357	KDM6B
chr17	7757371	7757520	150	*	X15204	92162	7758384	7759417	1034	+	863	upstream	863	TMEM88
chr17	7757536	7757670	135	*	X15205	92162	7758384	7759417	1034	+	713	upstream	713	TMEM88
chr17	7757731	7757865	135	*	X15206	92162	7758384	7759417	1034	+	518	upstream	518	TMEM88
chr17	7758279	7758473	195	*	X15207	92162	7758384	7759417	1034	+	0	overlapStart	0	TMEM88
chr17	7759036	7759170	135	*	X15208	124637	7761064	7765600	4537	+	1893	upstream	1893	CYB5D1
chr17	7760476	7760685	210	*	X15209	124637	7761064	7765600	4537	+	378	upstream	378	CYB5D1
chr17	7832780	7832882	103	*	X15220	9196	7825177	7832753	7577	-	26	upstream	26	KCNAB3
chr17	7832958	7833152	195	*	X15221	9196	7825177	7832753	7577	-	204	upstream	204	KCNAB3
chr17	7834344	7834397	54	*	X15222	9196	7825177	7832753	7577	-	1590	upstream	1590	KCNAB3
chr17	7834344	7834397	54	*	X15222	116840	7835442	7853237	17796	+	1044	upstream	1044	CNTROB
chr17	7834540	7834659	120	*	X15223	9196	7825177	7832753	7577	-	1786	upstream	1786	KCNAB3
chr17	7834540	7834659	120	*	X15223	116840	7835442	7853237	17796	+	782	upstream	782	CNTROB
chr17	7834938	7835042	105	*	X15224	116840	7835442	7853237	17796	+	399	upstream	399	CNTROB
chr17	7834938	7835042	105	*	X15224	58485	7833663	7835317	1655	-	0	inside	274	TRAPPC1
chr17	7835553	7835657	105	*	X15225	116840	7835442	7853237	17796	+	0	inside	110	CNTROB
chr17	7835553	7835657	105	*	X15225	58485	7833663	7835317	1655	-	235	upstream	235	TRAPPC1
chr17	7905766	7905840	75	*	X15226	3000	7905988	7923658	17671	+	147	upstream	147	GUCY2D
chr17	7942325	7942363	39	*	X15234	247	7942358	7952451	10094	+	0	overlapStart	0	ALOX15B
chr17	8024055	8024204	150	*	X15257	59344	7999218	8022234	23017	-	1820	upstream	1820	ALOXE3
chr17	8026932	8027141	210	*	X15261	84667	8023908	8027410	3503	-	0	inside	268	HES7
chr17	8027217	8027366	150	*	X15262	84667	8023908	8027410	3503	-	0	inside	43	HES7
chr17	8029242	8029391	150	*	X15263	84667	8023908	8027410	3503	-	1831	upstream	1831	HES7
